section,metric,stat,value,unit
xc_mt,total_wall_ticks,sample,20131166,ticks
xc_mt,total_wall_ticks,sample,20033890,ticks
xc_mt,total_wall_ticks,sample,20065915,ticks
xc_mt,total_wall_ticks,sample,20047015,ticks
xc_mt,total_wall_ticks,sample,20071522,ticks
xc_mt,total_wall_ticks,sample,20043404,ticks
xc_mt,total_wall_ticks,sample,20068165,ticks
xc_mt,total_wall_ticks,sample,20044456,ticks
xc_mt,total_wall_ticks,sample,20067623,ticks
xc_mt,total_wall_ticks,sample,20072492,ticks
xc_mt,total_wall_ticks,sample,20067690,ticks
xc_mt,total_wall_ticks,sample,20077716,ticks
xc_mt,total_wall_ticks,sample,20072909,ticks
xc_mt,total_wall_ticks,sample,20075670,ticks
xc_mt,total_wall_ticks,sample,20077018,ticks
xc_mt,total_wall_ticks,sample,20078577,ticks
xc_mt,total_wall_ticks,sample,20075450,ticks
xc_mt,total_wall_ticks,sample,20075038,ticks
xc_mt,total_wall_ticks,sample,20077005,ticks
xc_mt,total_wall_ticks,sample,20058245,ticks
xc_mt,total_wall_ticks,sample,20099178,ticks
xc_mt,total_wall_ticks,sample,20097999,ticks
xc_mt,total_wall_ticks,sample,20098639,ticks
xc_mt,total_wall_ticks,sample,20075874,ticks
xc_mt,total_wall_ticks,sample,20074789,ticks
xc_mt,total_wall_ticks,sample,20099088,ticks
xc_mt,total_wall_ticks,sample,20100379,ticks
xc_mt,total_wall_ticks,sample,20075560,ticks
xc_mt,total_wall_ticks,sample,20099758,ticks
xc_mt,total_wall_ticks,sample,20100404,ticks
xc_mt,total_wall_ticks,sample,20099941,ticks
xc_mt,total_wall_ticks,sample,20099798,ticks
xc_mt,total_wall_ticks,sample,20098792,ticks
xc_mt,total_wall_ticks,sample,20098731,ticks
xc_mt,total_wall_ticks,sample,20092588,ticks
xc_mt,total_wall_ticks,sample,20079242,ticks
xc_mt,total_wall_ticks,sample,20100426,ticks
xc_mt,total_wall_ticks,sample,20101088,ticks
xc_mt,total_wall_ticks,sample,20078903,ticks
xc_mt,total_wall_ticks,sample,20074883,ticks
xc_mt,total_wall_ticks,sample,20094685,ticks
xc_mt,total_wall_ticks,sample,20075830,ticks
xc_mt,total_wall_ticks,sample,20064100,ticks
xc_mt,total_wall_ticks,sample,20077298,ticks
xc_mt,total_wall_ticks,sample,20080738,ticks
xc_mt,total_wall_ticks,sample,20099596,ticks
xc_mt,total_wall_ticks,sample,20077129,ticks
xc_mt,total_wall_ticks,sample,20080361,ticks
xc_mt,total_wall_ticks,sample,20078442,ticks
xc_mt,total_wall_ticks,sample,20100727,ticks
xc_mt,total_wall_ticks,min,20033890,ticks
xc_mt,total_wall_ticks,avg,20081118,ticks
xc_mt,total_wall_ticks,p50,20077716,ticks
xc_mt,total_wall_ticks,p99,20131166,ticks
xc_mt,total_wall_ticks,max,20131166,ticks
